timestep,location,flow,occupy,speed
8428,10,7,0,0
8428,11,7,0,0
8428,12,15,0,0
8428,13,20,0,0
8428,14,3,0,0
8428,15,7,0,0
8428,16,1,0,0
8428,17,0,0,0
8428,18,1,0,0
8428,19,5,0,0
8428,20,1,0,0
8428,21,0,0,0
8428,22,0,0,0
8428,23,3,0,0
8428,24,1,0,0
8428,25,20,0,0
8428,26,4,0,0
8428,27,10,0,0
8428,28,31,0,0
8428,29,41,0,0
8428,30,6,0,0
8428,31,4,0,0
8428,32,28,0,0
8428,33,13,0,0
8428,34,8,0,0
8428,35,22,0,0
8428,36,5,0,0
8428,37,3,0,0
8428,38,12,0,0
8428,39,9,0,0
8428,40,3,0,0
8428,41,2,0,0
8428,42,9,0,0
8428,43,7,0,0
8428,44,8,0,0
8428,45,0,0,0
8428,46,7,0,0
8729,0,1,0,0
8729,1,16,0,0
8729,2,1,0,0
8729,3,3,0,0
8729,4,95,0,0
8729,5,59,0,0
8729,6,0,0,0
8729,7,37,0,0
8729,8,0,0,0
8729,9,0,0,0
8729,10,1,0,0
8729,11,3,0,0
8729,12,24,0,0
8729,13,24,0,0
8729,14,5,0,0
8729,15,2,0,0
8729,16,2,0,0
8729,17,0,0,0
8729,18,1,0,0
8729,19,2,0,0
8729,20,2,0,0
8729,21,0,0,0
8729,22,0,0,0
8729,23,5,0,0
8729,24,1,0,0
8729,25,0,0,0
8729,26,18,0,0
8729,27,4,0,0
8729,28,48,0,0
8729,29,31,0,0
8729,30,1,0,0
8729,31,6,0,0
8729,32,2,0,0
8729,33,1,0,0
8729,34,0,0,0
8729,35,8,0,0
8729,36,2,0,0
8729,37,11,0,0
8729,38,3,0,0
8729,39,2,0,0
8729,40,1,0,0
8729,41,1,0,0
8729,42,4,0,0
8729,43,10,0,0
8729,44,2,0,0
8729,45,0,0,0
8729,46,4,0,0
9030,0,1,0,0
9030,1,3,0,0
9030,2,15,0,0
9030,3,16,0,0
9030,4,7,0,0
9030,5,20,0,0
9030,6,0,0,0
9030,7,9,0,0
9030,8,0,0,0
9030,9,7,0,0
9030,10,7,0,0
9030,11,5,0,0
9030,12,14,0,0
9030,13,20,0,0
9030,14,4,0,0
9030,15,3,0,0
9030,16,9,0,0
9030,17,0,0,0
9030,18,0,0,0
9030,19,7,0,0
9030,20,1,0,0
9030,21,1,0,0
9030,22,0,0,0
9030,23,8,0,0
9030,24,0,0,0
9030,25,10,0,0
9030,26,9,0,0
9030,27,13,0,0
9030,28,16,0,0
9030,29,17,0,0
9030,30,4,0,0
9030,31,38,0,0
9030,32,18,0,0
9030,33,11,0,0
9030,34,4,0,0
9030,35,20,0,0
9030,36,7,0,0
9030,37,12,0,0
9030,38,10,0,0
9030,39,10,0,0
9030,40,4,0,0
9030,41,3,0,0
9030,42,16,0,0
9030,43,11,0,0
9030,44,2,0,0
9030,45,0,0,0
9030,46,9,0,0
9331,0,89,0,0
9331,1,17,0,0
9331,2,57,0,0
9331,3,29,0,0
9331,4,110,0,0
9331,5,55,0,0
9331,6,0,0,0
9331,7,46,0,0
9331,8,0,0,0
9331,9,7,0,0
9331,10,28,0,0
9331,11,28,0,0
9331,12,11,0,0
9331,13,19,0,0
9331,14,4,0,0
9331,15,3,0,0
9331,16,2,0,0
9331,17,0,0,0
9331,18,0,0,0
9331,19,2,0,0
9331,20,1,0,0
9331,21,0,0,0
9331,22,0,0,0
9331,23,2,0,0
9331,24,0,0,0
9331,25,0,0,0
9331,26,14,0,0
9331,27,12,0,0
9331,28,13,0,0
9331,29,49,0,0
9331,30,2,0,0
9331,31,167,0,0
9331,32,9,0,0
9331,33,14,0,0
9331,34,0,0,0
9331,35,24,0,0
9331,36,2,0,0
9331,37,5,0,0
9331,38,3,0,0
9331,39,3,0,0
9331,40,0,0,0
9331,41,2,0,0
9331,42,4,0,0
9331,43,3,0,0
9331,44,0,0,0
9331,45,0,0,0
9331,46,2,0,0
9632,0,47,0,0
9632,1,5,0,0
9632,2,10,0,0
9632,3,22,0,0
9632,4,102,0,0
9632,5,67,0,0
9632,6,0,0,0
9632,7,44,0,0
9632,8,0,0,0
9632,9,3,0,0
9632,10,21,0,0
9632,11,23,0,0
9632,12,22,0,0
9632,13,25,0,0
9632,14,9,0,0
9632,15,4,0,0
9632,16,9,0,0
9632,17,0,0,0
9632,18,0,0,0
9632,19,0,0,0
9632,20,1,0,0
9632,21,0,0,0
9632,22,0,0,0
9632,23,8,0,0
9632,24,0,0,0
9632,25,6,0,0
9632,26,26,0,0
9632,27,15,0,0
9632,28,74,0,0
9632,29,44,0,0
9632,30,4,0,0
9632,31,57,0,0
9632,32,22,0,0
9632,33,17,0,0
9632,34,0,0,0
9632,35,20,0,0
9632,36,4,0,0
9632,37,7,0,0
9632,38,7,0,0
9632,39,7,0,0
9632,40,0,0,0
9632,41,0,0,0
9632,42,22,0,0
9632,43,20,0,0
9632,44,4,0,0
9632,45,0,0,0
9632,46,8,0,0
9933,0,17,0,0
9933,1,6,0,0
9933,2,29,0,0
9933,3,14,0,0
9933,4,93,0,0
9933,5,66,0,0
9933,6,0,0,0
9933,7,43,0,0
9933,8,0,0,0
9933,9,8,0,0
9933,10,28,0,0
9933,11,26,0,0
9933,12,24,0,0
9933,13,31,0,0
9933,14,3,0,0
9933,15,5,0,0
9933,16,4,0,0
9933,17,0,0,0
9933,18,1,0,0
9933,19,5,0,0
9933,20,1,0,0
9933,21,1,0,0
9933,22,0,0,0
9933,23,8,0,0
9933,24,0,0,0
9933,25,20,0,0
9933,26,31,0,0
9933,27,19,0,0
9933,28,55,0,0
9933,29,54,0,0
9933,30,3,0,0
9933,31,69,0,0
9933,32,43,0,0
9933,33,24,0,0
9933,34,0,0,0
9933,35,41,0,0
9933,36,5,0,0
9933,37,18,0,0
9933,38,14,0,0
9933,39,14,0,0
9933,40,0,0,0
9933,41,5,0,0
9933,42,16,0,0
9933,43,19,0,0
9933,44,3,0,0
9933,45,0,0,0
9933,46,1,0,0
10234,0,32,0,0
10234,1,2,0,0
10234,2,3,0,0
10234,3,25,0,0
10234,4,96,0,0
10234,5,48,0,0
10234,6,0,0,0
10234,7,31,0,0
10234,8,0,0,0
10234,9,3,0,0
10234,10,26,0,0
10234,11,24,0,0
10234,12,13,0,0
10234,13,17,0,0
10234,14,6,0,0
10234,15,5,0,0
10234,16,2,0,0
10234,17,0,0,0
10234,18,1,0,0
10234,19,0,0,0
10234,20,1,0,0
10234,21,1,0,0
10234,22,0,0,0
10234,23,1,0,0
10234,24,0,0,0
10234,25,28,0,0
10234,26,20,0,0
10234,27,13,0,0
10234,28,31,0,0
10234,29,46,0,0
10234,30,1,0,0
10234,31,72,0,0
10234,32,40,0,0
10234,33,16,0,0
10234,34,0,0,0
10234,35,21,0,0
10234,36,3,0,0
10234,37,3,0,0
10234,38,5,0,0
10234,39,4,0,0
10234,40,0,0,0
10234,41,0,0,0
10234,42,6,0,0
10234,43,5,0,0
10234,44,1,0,0
10234,45,0,0,0
10234,46,3,0,0
10535,0,50,0,0
10535,1,3,0,0
10535,2,46,0,0
10535,3,18,0,0
10535,4,102,0,0
10535,5,53,0,0
10535,6,0,0,0
10535,7,33,0,0
10535,8,0,0,0
10535,9,0,0,0
10535,10,3,0,0
10535,11,9,0,0
10535,12,25,0,0
10535,13,25,0,0
10535,14,6,0,0
10535,15,5,0,0
10535,16,6,0,0
10535,17,0,0,0
10535,18,2,0,0
10535,19,0,0,0
10535,20,2,0,0
10535,21,1,0,0
10535,22,0,0,0
10535,23,9,0,0
10535,24,1,0,0
10535,25,14,0,0
10535,26,13,0,0
10535,27,12,0,0
10535,28,38,0,0
10535,29,37,0,0
10535,30,2,0,0
10535,31,93,0,0
10535,32,29,0,0
10535,33,19,0,0
10535,34,0,0,0
10535,35,25,0,0
10535,36,0,0,0
10535,37,4,0,0
10535,38,4,0,0
10535,39,4,0,0
10535,40,0,0,0
10535,41,0,0,0
10535,42,9,0,0
10535,43,7,0,0
10535,44,1,0,0
10535,45,0,0,0
10535,46,2,0,0
10836,0,27,0,0
10836,1,21,0,0
10836,2,7,0,0
10836,3,34,0,0
10836,4,100,0,0
10836,5,50,0,0
10836,6,0,0,0
10836,7,33,0,0
10836,8,0,0,0
10836,9,0,0,0
10836,10,33,0,0
10836,11,30,0,0
10836,12,17,0,0
10836,13,17,0,0
10836,14,4,0,0
10836,15,3,0,0
10836,16,7,0,0
10836,17,0,0,0
10836,18,0,0,0
10836,19,0,0,0
10836,20,2,0,0
10836,21,0,0,0
10836,22,0,0,0
10836,23,6,0,0
10836,24,0,0,0
10836,25,34,0,0
10836,26,19,0,0
10836,27,36,0,0
10836,28,39,0,0
10836,29,59,0,0
10836,30,5,0,0
10836,31,41,0,0
10836,32,42,0,0
10836,33,24,0,0
10836,34,0,0,0
10836,35,31,0,0
10836,36,2,0,0
10836,37,10,0,0
10836,38,7,0,0
10836,39,7,0,0
10836,40,0,0,0
10836,41,0,0,0
10836,42,7,0,0
10836,43,6,0,0
10836,44,5,0,0
10836,45,0,0,0
10836,46,3,0,0
11137,0,23,0,0
11137,1,18,0,0
11137,2,9,0,0
11137,3,34,0,0
11137,4,37,0,0
11137,5,40,0,0
11137,6,0,0,0
11137,7,28,0,0
11137,8,0,0,0
11137,9,0,0,0
11137,10,32,0,0
11137,11,34,0,0
11137,12,10,0,0
11137,13,10,0,0
11137,14,6,0,0
11137,15,5,0,0
11137,16,7,0,0
11137,17,0,0,0
11137,18,0,0,0
11137,19,2,0,0
11137,20,2,0,0
11137,21,0,0,0
11137,22,0,0,0
11137,23,7,0,0
11137,24,0,0,0
11137,25,23,0,0
11137,26,31,0,0
11137,27,1,0,0
11137,28,27,0,0
11137,29,22,0,0
11137,30,5,0,0
11137,31,43,0,0
11137,32,35,0,0
11137,33,16,0,0
11137,34,0,0,0
11137,35,26,0,0
11137,36,4,0,0
11137,37,9,0,0
11137,38,8,0,0
11137,39,8,0,0
11137,40,0,0,0
11137,41,2,0,0
11137,42,10,0,0
11137,43,5,0,0
11137,44,0,0,0
11137,45,0,0,0
11137,46,1,0,0
11438,0,16,0,0
11438,1,23,0,0
11438,2,13,0,0
11438,3,31,0,0
11438,4,78,0,0
11438,5,77,0,0
11438,6,0,0,0
11438,7,58,0,0
11438,8,0,0,0
11438,9,0,0,0
11438,10,25,0,0
11438,11,31,0,0
11438,12,20,0,0
11438,13,20,0,0
11438,14,4,0,0
11438,15,3,0,0
11438,16,3,0,0
11438,17,0,0,0
11438,18,1,0,0
11438,19,1,0,0
11438,20,2,0,0
11438,21,0,0,0
11438,22,0,0,0
11438,23,2,0,0
11438,24,0,0,0
11438,25,5,0,0
11438,26,17,0,0
11438,27,3,0,0
11438,28,16,0,0
11438,29,12,0,0
11438,30,0,0,0
11438,31,44,0,0
11438,32,8,0,0
11438,33,3,0,0
11438,34,0,0,0
11438,35,2,0,0
11438,36,3,0,0
11438,37,7,0,0
11438,38,8,0,0
11438,39,6,0,0
11438,40,0,0,0
11438,41,2,0,0
11438,42,3,0,0
11438,43,6,0,0
11438,44,2,0,0
11438,45,0,0,0
11438,46,3,0,0
11739,0,6,0,0
11739,1,20,0,0
11739,2,11,0,0
11739,3,2,0,0
11739,4,76,0,0
11739,5,82,0,0
11739,6,0,0,0
11739,7,60,0,0
11739,8,0,0,0
11739,9,0,0,0
11739,10,0,0,0
11739,11,1,0,0
11739,12,22,0,0
11739,13,22,0,0
11739,14,6,0,0
11739,15,17,0,0
11739,16,10,0,0
11739,17,0,0,0
11739,18,3,0,0
11739,19,2,0,0
11739,20,3,0,0
11739,21,3,0,0
11739,22,0,0,0
11739,23,5,0,0
11739,24,1,0,0
11739,25,3,0,0
11739,26,3,0,0
11739,27,15,0,0
11739,28,46,0,0
11739,29,46,0,0
11739,30,3,0,0
11739,31,11,0,0
11739,32,10,0,0
11739,33,8,0,0
11739,34,0,0,0
11739,35,13,0,0
11739,36,5,0,0
11739,37,12,0,0
11739,38,6,0,0
11739,39,7,0,0
11739,40,0,0,0
11739,41,1,0,0
11739,42,18,0,0
11739,43,8,0,0
11739,44,0,0,0
11739,45,0,0,0
11739,46,5,0,0
12040,0,0,0,0
12040,1,3,0,0
12040,2,7,0,0
12040,3,0,0,0
12040,4,97,0,0
12040,5,57,0,0
12040,6,0,0,0
12040,7,41,0,0
12040,8,0,0,0
12040,9,0,0,0
12040,10,0,0,0
12040,11,0,0,0
12040,12,14,0,0
12040,13,14,0,0
12040,14,29,0,0
12040,15,10,0,0
12040,16,3,0,0
12040,17,0,0,0
12040,18,6,0,0
12040,19,2,0,0
12040,20,0,0,0
12040,21,2,0,0
12040,22,0,0,0
12040,23,3,0,0
12040,24,0,0,0
12040,25,3,0,0
12040,26,22,0,0
12040,27,21,0,0
12040,28,34,0,0
12040,29,55,0,0
12040,30,3,0,0
12040,31,9,0,0
12040,32,10,0,0
12040,33,15,0,0
12040,34,0,0,0
12040,35,23,0,0
12040,36,1,0,0
12040,37,2,0,0
12040,38,8,0,0
12040,39,8,0,0
12040,40,0,0,0
12040,41,2,0,0
12040,42,10,0,0
12040,43,8,0,0
12040,44,0,0,0
12040,45,0,0,0
12040,46,1,0,0
12341,0,0,0,0
12341,1,16,0,0
12341,2,26,0,0
12341,3,0,0,0
12341,4,117,0,0
12341,5,86,0,0
12341,6,0,0,0
12341,7,61,0,0
12341,8,0,0,0
12341,9,0,0,0
12341,10,0,0,0
12341,11,0,0,0
12341,12,24,0,0
12341,13,24,0,0
12341,14,5,0,0
12341,15,3,0,0
12341,16,8,0,0
12341,17,0,0,0
12341,18,1,0,0
12341,19,0,0,0
12341,20,2,0,0
12341,21,2,0,0
12341,22,0,0,0
12341,23,7,0,0
12341,24,2,0,0
12341,25,9,0,0
12341,26,22,0,0
12341,27,17,0,0
12341,28,55,0,0
12341,29,62,0,0
12341,30,12,0,0
12341,31,26,0,0
12341,32,26,0,0
12341,33,18,0,0
12341,34,0,0,0
12341,35,20,0,0
12341,36,2,0,0
12341,37,11,0,0
12341,38,10,0,0
12341,39,9,0,0
12341,40,0,0,0
12341,41,1,0,0
12341,42,10,0,0
12341,43,18,0,0
12341,44,2,0,0
12341,45,0,0,0
12341,46,2,0,0
12642,0,0,0,0
12642,1,15,0,0
12642,2,3,0,0
12642,3,0,0,0
12642,4,95,0,0
12642,5,55,0,0
12642,6,0,0,0
12642,7,33,0,0
12642,8,0,0,0
12642,9,0,0,0
12642,10,0,0,0
12642,11,0,0,0
12642,12,27,0,0
12642,13,27,0,0
12642,14,3,0,0
12642,15,3,0,0
12642,16,5,0,0
12642,17,0,0,0
12642,18,0,0,0
12642,19,4,0,0
12642,20,3,0,0
12642,21,1,0,0
12642,22,0,0,0
12642,23,6,0,0
12642,24,0,0,0
12642,25,10,0,0
12642,26,21,0,0
12642,27,14,0,0
12642,28,49,0,0
12642,29,38,0,0
12642,30,4,0,0
12642,31,3,0,0
12642,32,28,0,0
12642,33,21,0,0
12642,34,0,0,0
12642,35,26,0,0
12642,36,3,0,0
12642,37,18,0,0
12642,38,8,0,0
12642,39,9,0,0
12642,40,0,0,0
12642,41,3,0,0
12642,42,24,0,0
12642,43,13,0,0
12642,44,1,0,0
12642,45,0,0,0
12642,46,3,0,0
12943,0,0,0,0
12943,1,11,0,0
12943,2,0,0,0
12943,3,0,0,0
12943,4,31,0,0
12943,5,27,0,0
12943,6,0,0,0
12943,7,16,0,0
12943,8,0,0,0
12943,9,0,0,0
12943,10,0,0,0
12943,11,0,0,0
12943,12,10,0,0
12943,13,10,0,0
12943,14,7,0,0
12943,15,4,0,0
12943,16,4,0,0
12943,17,0,0,0
12943,18,2,0,0
12943,19,0,0,0
12943,20,2,0,0
12943,21,1,0,0
12943,22,0,0,0
12943,23,9,0,0
12943,24,1,0,0
12943,25,0,0,0
12943,26,19,0,0
12943,27,11,0,0
12943,28,18,0,0
12943,29,22,0,0
12943,30,0,0,0
12943,31,0,0,0
12943,32,20,0,0
12943,33,20,0,0
12943,34,0,0,0
12943,35,24,0,0
12943,36,0,0,0
12943,37,1,0,0
12943,38,1,0,0
12943,39,2,0,0
12943,40,0,0,0
12943,41,0,0,0
12943,42,3,0,0
12943,43,5,0,0
12943,44,0,0,0
12943,45,0,0,0
12943,46,0,0,0
13244,0,0,0,0
13244,1,0,0,0
13244,2,0,0,0
13244,3,0,0,0
13244,4,101,0,0
13244,5,59,0,0
13244,6,0,0,0
13244,7,39,0,0
13244,8,0,0,0
13244,9,0,0,0
13244,10,0,0,0
13244,11,0,0,0
13244,12,26,0,0
13244,13,26,0,0
13244,14,2,0,0
13244,15,5,0,0
13244,16,6,0,0
13244,17,0,0,0
13244,18,0,0,0
13244,19,0,0,0
13244,20,1,0,0
13244,21,0,0,0
13244,22,0,0,0
13244,23,5,0,0
13244,24,0,0,0
13244,25,0,0,0
13244,26,21,0,0
13244,27,20,0,0
13244,28,25,0,0
13244,29,49,0,0
13244,30,5,0,0
13244,31,0,0,0
13244,32,14,0,0
13244,33,15,0,0
13244,34,0,0,0
13244,35,20,0,0
13244,36,2,0,0
13244,37,3,0,0
13244,38,5,0,0
13244,39,5,0,0
13244,40,0,0,0
13244,41,0,0,0
13244,42,6,0,0
13244,43,6,0,0
13244,44,1,0,0
13244,45,0,0,0
13244,46,2,0,0
13545,0,0,0,0
13545,1,0,0,0
13545,2,0,0,0
13545,3,2,0,0
13545,4,103,0,0
13545,5,62,0,0
13545,6,0,0,0
13545,7,42,0,0
13545,8,0,0,0
13545,9,0,0,0
13545,10,0,0,0
13545,11,0,0,0
13545,12,20,0,0
13545,13,20,0,0
13545,14,6,0,0
13545,15,7,0,0
13545,16,3,0,0
13545,17,0,0,0
13545,18,3,0,0
13545,19,1,0,0
13545,20,1,0,0
13545,21,0,0,0
13545,22,0,0,0
13545,23,3,0,0
13545,24,0,0,0
13545,25,8,0,0
13545,26,0,0,0
13545,27,16,0,0
13545,28,50,0,0
13545,29,43,0,0
13545,30,6,0,0
13545,31,2,0,0
13545,32,6,0,0
13545,33,1,0,0
13545,34,1,0,0
13545,35,5,0,0
13545,36,1,0,0
13545,37,10,0,0
13545,38,7,0,0
13545,39,7,0,0
13545,40,1,0,0
13545,41,0,0,0
13545,42,16,0,0
13545,43,14,0,0
13545,44,4,0,0
13545,45,0,0,0
13545,46,3,0,0
13846,0,0,0,0
13846,1,0,0,0
13846,2,0,0,0
13846,3,0,0,0
13846,4,71,0,0
13846,5,47,0,0
13846,6,0,0,0
13846,7,27,0,0
13846,8,0,0,0
13846,9,0,0,0
13846,10,0,0,0
13846,11,0,0,0
13846,12,13,0,0
13846,13,13,0,0
13846,14,11,0,0
13846,15,5,0,0
13846,16,1,0,0
13846,17,0,0,0
13846,18,1,0,0
13846,19,2,0,0
13846,20,2,0,0
13846,21,2,0,0
13846,22,0,0,0
13846,23,4,0,0
13846,24,0,0,0
13846,25,3,0,0
13846,26,0,0,0
13846,27,9,0,0
13846,28,35,0,0
13846,29,60,0,0
13846,30,6,0,0
13846,31,0,0,0
13846,32,14,0,0
13846,33,16,0,0
13846,34,2,0,0
13846,35,19,0,0
13846,36,1,0,0
13846,37,4,0,0
13846,38,9,0,0
13846,39,10,0,0
13846,40,1,0,0
13846,41,1,0,0
13846,42,6,0,0
13846,43,8,0,0
13846,44,0,0,0
13846,45,0,0,0
13846,46,2,0,0
14147,0,0,0,0
14147,1,0,0,0
14147,2,0,0,0
14147,3,0,0,0
14147,4,79,0,0
14147,5,31,0,0
14147,6,0,0,0
14147,7,10,0,0
14147,8,0,0,0
14147,9,0,0,0
14147,10,0,0,0
14147,11,0,0,0
14147,12,23,0,0
14147,13,23,0,0
14147,14,3,0,0
14147,15,4,0,0
14147,16,6,0,0
14147,17,0,0,0
14147,18,4,0,0
14147,19,1,0,0
14147,20,4,0,0
14147,21,2,0,0
14147,22,0,0,0
14147,23,5,0,0
14147,24,3,0,0
14147,25,8,0,0
14147,26,0,0,0
14147,27,32,0,0
14147,28,86,0,0
14147,29,84,0,0
14147,30,6,0,0
14147,31,0,0,0
14147,32,20,0,0
14147,33,15,0,0
14147,34,0,0,0
14147,35,17,0,0
14147,36,2,0,0
14147,37,13,0,0
14147,38,13,0,0
14147,39,12,0,0
14147,40,1,0,0
14147,41,0,0,0
14147,42,20,0,0
14147,43,28,0,0
14147,44,5,0,0
14147,45,0,0,0
14147,46,2,0,0
14448,0,0,0,0
14448,1,0,0,0
14448,2,0,0,0
14448,3,1,0,0
14448,4,60,0,0
14448,5,18,0,0
14448,6,0,0,0
14448,7,0,0,0
14448,8,0,0,0
14448,9,0,0,0
14448,10,0,0,0
14448,11,0,0,0
14448,12,18,0,0
14448,13,18,0,0
14448,14,5,0,0
14448,15,3,0,0
14448,16,3,0,0
14448,17,0,0,0
14448,18,0,0,0
14448,19,3,0,0
14448,20,2,0,0
14448,21,0,0,0
14448,22,0,0,0
14448,23,3,0,0
14448,24,1,0,0
14448,25,4,0,0
14448,26,0,0,0
14448,27,15,0,0
14448,28,78,0,0
14448,29,66,0,0
14448,30,7,0,0
14448,31,1,0,0
14448,32,8,0,0
14448,33,6,0,0
14448,34,0,0,0
14448,35,2,0,0
14448,36,2,0,0
14448,37,17,0,0
14448,38,7,0,0
14448,39,7,0,0
14448,40,0,0,0
14448,41,3,0,0
14448,42,17,0,0
14448,43,17,0,0
14448,44,1,0,0
14448,45,0,0,0
14448,46,3,0,0
14749,0,0,0,0
14749,1,0,0,0
14749,2,0,0,0
14749,3,0,0,0
14749,4,40,0,0
14749,5,1,0,0
14749,6,0,0,0
14749,7,0,0,0
14749,8,0,0,0
14749,9,0,0,0
14749,10,0,0,0
14749,11,0,0,0
14749,12,5,0,0
14749,13,5,0,0
14749,14,5,0,0
14749,15,5,0,0
14749,16,3,0,0
14749,17,0,0,0
14749,18,0,0,0
14749,19,3,0,0
14749,20,6,0,0
14749,21,0,0,0
14749,22,0,0,0
14749,23,5,0,0
14749,24,0,0,0
14749,25,0,0,0
14749,26,0,0,0
14749,27,5,0,0
14749,28,45,0,0
14749,29,41,0,0
14749,30,2,0,0
14749,31,0,0,0
14749,32,3,0,0
14749,33,2,0,0
14749,34,1,0,0
14749,35,3,0,0
14749,36,3,0,0
14749,37,7,0,0
14749,38,14,0,0
14749,39,14,0,0
14749,40,1,0,0
14749,41,2,0,0
14749,42,16,0,0
14749,43,14,0,0
14749,44,2,0,0
14749,45,0,0,0
14749,46,3,0,0
15050,0,0,0,0
15050,1,0,0,0
15050,2,0,0,0
15050,3,0,0,0
15050,4,86,0,0
15050,5,22,0,0
15050,6,0,0,0
15050,7,0,0,0
15050,8,0,0,0
15050,9,0,0,0
15050,10,0,0,0
15050,11,0,0,0
15050,12,23,0,0
15050,13,23,0,0
15050,14,2,0,0
15050,15,3,0,0
15050,16,1,0,0
15050,17,0,0,0
15050,18,0,0,0
15050,19,3,0,0
15050,20,3,0,0
15050,21,0,0,0
15050,22,0,0,0
15050,23,4,0,0
15050,24,0,0,0
15050,25,13,0,0
15050,26,0,0,0
15050,27,27,0,0
15050,28,69,0,0
15050,29,96,0,0
15050,30,11,0,0
15050,31,0,0,0
15050,32,14,0,0
15050,33,9,0,0
15050,34,0,0,0
15050,35,6,0,0
15050,36,3,0,0
15050,37,15,0,0
15050,38,11,0,0
15050,39,11,0,0
15050,40,0,0,0
15050,41,3,0,0
15050,42,5,0,0
15050,43,20,0,0
15050,44,4,0,0
15050,45,0,0,0
15050,46,3,0,0
15351,0,0,0,0
15351,1,0,0,0
15351,2,0,0,0
15351,3,2,0,0
15351,4,65,0,0
15351,5,18,0,0
15351,6,0,0,0
15351,7,0,0,0
15351,8,0,0,0
15351,9,0,0,0
15351,10,0,0,0
15351,11,0,0,0
15351,12,18,0,0
15351,13,18,0,0
15351,14,4,0,0
15351,15,4,0,0
15351,16,2,0,0
15351,17,0,0,0
15351,18,0,0,0
15351,19,1,0,0
15351,20,1,0,0
15351,21,0,0,0
15351,22,0,0,0
15351,23,1,0,0
15351,24,0,0,0
15351,25,14,0,0
15351,26,0,0,0
15351,27,23,0,0
15351,28,86,0,0
15351,29,70,0,0
15351,30,11,0,0
15351,31,2,0,0
15351,32,14,0,0
15351,33,0,0,0
15351,34,1,0,0
15351,35,4,0,0
15351,36,4,0,0
15351,37,13,0,0
15351,38,6,0,0
15351,39,6,0,0
15351,40,1,0,0
15351,41,0,0,0
15351,42,28,0,0
15351,43,20,0,0
15351,44,2,0,0
15351,45,0,0,0
15351,46,9,0,0
15652,0,0,0,0
15652,1,0,0,0
15652,2,0,0,0
15652,3,4,0,0
15652,4,57,0,0
15652,5,10,0,0
15652,6,0,0,0
15652,7,0,0,0
15652,8,0,0,0
15652,9,0,0,0
15652,10,0,0,0
15652,11,0,0,0
15652,12,10,0,0
15652,13,10,0,0
15652,14,3,0,0
15652,15,7,0,0
15652,16,5,0,0
15652,17,0,0,0
15652,18,2,0,0
15652,19,3,0,0
15652,20,4,0,0
15652,21,0,0,0
15652,22,0,0,0
15652,23,4,0,0
15652,24,0,0,0
15652,25,4,0,0
15652,26,0,0,0
15652,27,13,0,0
15652,28,47,0,0
15652,29,73,0,0
15652,30,9,0,0
15652,31,4,0,0
15652,32,3,0,0
15652,33,0,0,0
15652,34,1,0,0
15652,35,4,0,0
15652,36,5,0,0
15652,37,9,0,0
15652,38,15,0,0
15652,39,15,0,0
15652,40,1,0,0
15652,41,2,0,0
15652,42,10,0,0
15652,43,22,0,0
15652,44,1,0,0
15652,45,0,0,0
15652,46,2,0,0
15953,0,0,0,0
15953,1,0,0,0
15953,2,0,0,0
15953,3,1,0,0
15953,4,86,0,0
15953,5,0,0,0
15953,6,0,0,0
15953,7,0,0,0
15953,8,0,0,0
15953,9,0,0,0
15953,10,0,0,0
15953,11,0,0,0
15953,12,0,0,0
15953,13,0,0,0
15953,14,13,0,0
15953,15,7,0,0
15953,16,3,0,0
15953,17,0,0,0
15953,18,0,0,0
15953,19,3,0,0
15953,20,3,0,0
15953,21,2,0,0
15953,22,0,0,0
15953,23,5,0,0
15953,24,0,0,0
15953,25,13,0,0
15953,26,0,0,0
15953,27,29,0,0
15953,28,46,0,0
15953,29,92,0,0
15953,30,12,0,0
15953,31,1,0,0
15953,32,9,0,0
15953,33,1,0,0
15953,34,1,0,0
15953,35,9,0,0
15953,36,7,0,0
15953,37,17,0,0
15953,38,14,0,0
15953,39,14,0,0
15953,40,1,0,0
15953,41,2,0,0
15953,42,24,0,0
15953,43,31,0,0
15953,44,3,0,0
15953,45,0,0,0
15953,46,8,0,0
16254,0,0,0,0
16254,1,0,0,0
16254,2,0,0,0
16254,3,0,0,0
16254,4,72,0,0
16254,5,0,0,0
16254,6,0,0,0
16254,7,0,0,0
16254,8,0,0,0
16254,9,0,0,0
16254,10,0,0,0
16254,11,0,0,0
16254,12,0,0,0
16254,13,0,0,0
16254,14,4,0,0
16254,15,2,0,0
16254,16,1,0,0
16254,17,0,0,0
16254,18,0,0,0
16254,19,6,0,0
16254,20,1,0,0
16254,21,0,0,0
16254,22,0,0,0
16254,23,1,0,0
16254,24,0,0,0
16254,25,12,0,0
16254,26,0,0,0
16254,27,31,0,0
16254,28,26,0,0
16254,29,78,0,0
16254,30,9,0,0
16254,31,0,0,0
16254,32,10,0,0
16254,33,0,0,0
16254,34,0,0,0
16254,35,5,0,0
16254,36,3,0,0
16254,37,21,0,0
16254,38,7,0,0
16254,39,7,0,0
16254,40,0,0,0
16254,41,6,0,0
16254,42,25,0,0
16254,43,22,0,0
16254,44,1,0,0
16254,45,0,0,0
16254,46,5,0,0
16555,0,0,0,0
16555,1,0,0,0
16555,2,0,0,0
16555,3,0,0,0
16555,4,9,0,0
16555,5,0,0,0
16555,6,0,0,0
16555,7,0,0,0
16555,8,0,0,0
16555,9,0,0,0
16555,10,0,0,0
16555,11,0,0,0
